template_id,service,level,template,count,first_seen,last_seen,sample_message,pod_count
T828,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2483ms,1,2026-06-01T18:13:49.404000+00:00,2026-06-01T18:13:49.404000+00:00,Slow response detected endpoint=/api/cart latency=2483ms,1
T829,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2484ms,1,2026-06-01T19:16:48.589000+00:00,2026-06-01T19:16:48.589000+00:00,Slow response detected endpoint=/api/cart latency=2484ms,1
T830,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2485ms,1,2026-06-01T21:25:44.685000+00:00,2026-06-01T21:25:44.685000+00:00,Slow response detected endpoint=/api/cart latency=2485ms,1
T831,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2486ms,1,2026-06-01T21:41:42.626000+00:00,2026-06-01T21:41:42.626000+00:00,Slow response detected endpoint=/api/cart latency=2486ms,1
T832,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2422ms,1,2026-06-01T09:38:50.148000+00:00,2026-06-01T09:38:50.148000+00:00,Slow response detected endpoint=/api/cart latency=2422ms,1
T833,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2423ms,1,2026-06-01T15:01:31.363000+00:00,2026-06-01T15:01:31.363000+00:00,Slow response detected endpoint=/api/cart latency=2423ms,1
T834,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2424ms,1,2026-06-01T07:12:07.486000+00:00,2026-06-01T07:12:07.486000+00:00,Slow response detected endpoint=/api/cart latency=2424ms,1
T835,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2435ms,1,2026-06-01T14:08:21.647000+00:00,2026-06-01T14:08:21.647000+00:00,Slow response detected endpoint=/api/cart latency=2435ms,1
T836,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2442ms,1,2026-06-01T23:27:43.782000+00:00,2026-06-01T23:27:43.782000+00:00,Slow response detected endpoint=/api/cart latency=2442ms,1
T837,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2446ms,1,2026-06-01T17:47:08.694000+00:00,2026-06-01T17:47:08.694000+00:00,Slow response detected endpoint=/api/cart latency=2446ms,1
T838,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2452ms,1,2026-06-01T14:53:10.354000+00:00,2026-06-01T14:53:10.354000+00:00,Slow response detected endpoint=/api/cart latency=2452ms,1
T839,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2453ms,1,2026-06-01T17:49:38.651000+00:00,2026-06-01T17:49:38.651000+00:00,Slow response detected endpoint=/api/cart latency=2453ms,1
T840,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1443ms,1,2026-06-01T12:08:45.855000+00:00,2026-06-01T12:08:45.855000+00:00,Slow response detected endpoint=/api/cart latency=1443ms,1
T841,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1446ms,1,2026-06-01T12:28:02.340000+00:00,2026-06-01T12:28:02.340000+00:00,Slow response detected endpoint=/api/cart latency=1446ms,1
T842,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1447ms,1,2026-06-01T22:43:36.574000+00:00,2026-06-01T22:43:36.574000+00:00,Slow response detected endpoint=/api/cart latency=1447ms,1
T843,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1420ms,1,2026-06-01T19:56:50.242000+00:00,2026-06-01T19:56:50.242000+00:00,Slow response detected endpoint=/api/cart latency=1420ms,1
T844,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1424ms,1,2026-06-01T15:27:55.635000+00:00,2026-06-01T15:27:55.635000+00:00,Slow response detected endpoint=/api/cart latency=1424ms,1
T845,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1428ms,1,2026-06-01T18:41:51.180000+00:00,2026-06-01T18:41:51.180000+00:00,Slow response detected endpoint=/api/cart latency=1428ms,1
T846,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1429ms,1,2026-06-01T18:53:39.641000+00:00,2026-06-01T18:53:39.641000+00:00,Slow response detected endpoint=/api/cart latency=1429ms,1
T847,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1431ms,1,2026-06-01T15:15:16.220000+00:00,2026-06-01T15:15:16.220000+00:00,Slow response detected endpoint=/api/cart latency=1431ms,1
T848,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1435ms,1,2026-06-01T18:13:43.573000+00:00,2026-06-01T18:13:43.573000+00:00,Slow response detected endpoint=/api/cart latency=1435ms,1
T849,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1437ms,1,2026-06-01T12:14:00.987000+00:00,2026-06-01T12:14:00.987000+00:00,Slow response detected endpoint=/api/cart latency=1437ms,1
T850,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1438ms,1,2026-06-01T15:21:53.675000+00:00,2026-06-01T15:21:53.675000+00:00,Slow response detected endpoint=/api/cart latency=1438ms,1
T851,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2454ms,1,2026-06-01T17:08:19.616000+00:00,2026-06-01T17:08:19.616000+00:00,Slow response detected endpoint=/api/cart latency=2454ms,1
T852,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2455ms,1,2026-06-01T20:43:15.108000+00:00,2026-06-01T20:43:15.108000+00:00,Slow response detected endpoint=/api/cart latency=2455ms,1
T853,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2457ms,1,2026-06-01T15:36:38.719000+00:00,2026-06-01T15:36:38.719000+00:00,Slow response detected endpoint=/api/cart latency=2457ms,1
T854,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2459ms,1,2026-06-01T14:11:34.589000+00:00,2026-06-01T14:11:34.589000+00:00,Slow response detected endpoint=/api/cart latency=2459ms,1
T855,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2460ms,1,2026-06-01T21:46:58.238000+00:00,2026-06-01T21:46:58.238000+00:00,Slow response detected endpoint=/api/cart latency=2460ms,1
T856,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2463ms,1,2026-06-01T19:23:47.545000+00:00,2026-06-01T19:23:47.545000+00:00,Slow response detected endpoint=/api/cart latency=2463ms,1
T857,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2470ms,1,2026-06-01T14:02:45.374000+00:00,2026-06-01T14:02:45.374000+00:00,Slow response detected endpoint=/api/cart latency=2470ms,1
T858,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2474ms,1,2026-06-01T07:51:22.573000+00:00,2026-06-01T07:51:22.573000+00:00,Slow response detected endpoint=/api/cart latency=2474ms,1
T859,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2553ms,1,2026-06-01T20:28:16.273000+00:00,2026-06-01T20:28:16.273000+00:00,Slow response detected endpoint=/api/cart latency=2553ms,1
T860,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2488ms,1,2026-06-01T22:15:43.853000+00:00,2026-06-01T22:15:43.853000+00:00,Slow response detected endpoint=/api/cart latency=2488ms,1
T861,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2490ms,1,2026-06-01T12:03:10.566000+00:00,2026-06-01T12:03:10.566000+00:00,Slow response detected endpoint=/api/cart latency=2490ms,1
T862,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2496ms,1,2026-06-01T20:37:58.515000+00:00,2026-06-01T20:37:58.515000+00:00,Slow response detected endpoint=/api/cart latency=2496ms,1
T863,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2499ms,1,2026-06-01T13:27:41.571000+00:00,2026-06-01T13:27:41.571000+00:00,Slow response detected endpoint=/api/cart latency=2499ms,1
T864,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2502ms,1,2026-06-01T19:22:24.337000+00:00,2026-06-01T19:22:24.337000+00:00,Slow response detected endpoint=/api/cart latency=2502ms,1
T865,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2508ms,1,2026-06-01T16:07:52.801000+00:00,2026-06-01T16:07:52.801000+00:00,Slow response detected endpoint=/api/cart latency=2508ms,1
T866,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2514ms,1,2026-06-01T11:58:27.677000+00:00,2026-06-01T11:58:27.677000+00:00,Slow response detected endpoint=/api/cart latency=2514ms,1
T867,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2518ms,1,2026-06-01T17:07:02.093000+00:00,2026-06-01T17:07:02.093000+00:00,Slow response detected endpoint=/api/cart latency=2518ms,1
T868,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2519ms,1,2026-06-01T09:49:18.374000+00:00,2026-06-01T09:49:18.374000+00:00,Slow response detected endpoint=/api/cart latency=2519ms,1
T869,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2521ms,1,2026-06-01T20:26:07.925000+00:00,2026-06-01T20:26:07.925000+00:00,Slow response detected endpoint=/api/cart latency=2521ms,1
T870,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1414ms,1,2026-06-01T20:38:16.107000+00:00,2026-06-01T20:38:16.107000+00:00,Slow response detected endpoint=/api/cart latency=1414ms,1
T871,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1415ms,1,2026-06-01T23:02:20.121000+00:00,2026-06-01T23:02:20.121000+00:00,Slow response detected endpoint=/api/cart latency=1415ms,1
T872,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1416ms,1,2026-06-01T20:45:18.612000+00:00,2026-06-01T20:45:18.612000+00:00,Slow response detected endpoint=/api/cart latency=1416ms,1
T873,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1418ms,1,2026-06-01T22:57:51.056000+00:00,2026-06-01T22:57:51.056000+00:00,Slow response detected endpoint=/api/cart latency=1418ms,1
T874,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1419ms,1,2026-06-01T19:46:56.101000+00:00,2026-06-01T19:46:56.101000+00:00,Slow response detected endpoint=/api/cart latency=1419ms,1
T875,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1382ms,1,2026-06-01T18:40:54.610000+00:00,2026-06-01T18:40:54.610000+00:00,Slow response detected endpoint=/api/cart latency=1382ms,1
T876,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1385ms,1,2026-06-01T17:45:55.400000+00:00,2026-06-01T17:45:55.400000+00:00,Slow response detected endpoint=/api/cart latency=1385ms,1
T877,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1387ms,1,2026-06-01T21:22:15.218000+00:00,2026-06-01T21:22:15.218000+00:00,Slow response detected endpoint=/api/cart latency=1387ms,1
T878,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1388ms,1,2026-06-01T16:32:32.056000+00:00,2026-06-01T16:32:32.056000+00:00,Slow response detected endpoint=/api/cart latency=1388ms,1
T879,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1391ms,1,2026-06-01T16:26:53.660000+00:00,2026-06-01T16:26:53.660000+00:00,Slow response detected endpoint=/api/cart latency=1391ms,1
T880,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1403ms,1,2026-06-01T17:03:30.105000+00:00,2026-06-01T17:03:30.105000+00:00,Slow response detected endpoint=/api/cart latency=1403ms,1
T881,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1404ms,1,2026-06-01T15:18:19.116000+00:00,2026-06-01T15:18:19.116000+00:00,Slow response detected endpoint=/api/cart latency=1404ms,1
T882,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1410ms,1,2026-06-01T15:59:39.890000+00:00,2026-06-01T15:59:39.890000+00:00,Slow response detected endpoint=/api/cart latency=1410ms,1
T883,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1411ms,1,2026-06-01T23:34:45.941000+00:00,2026-06-01T23:34:45.941000+00:00,Slow response detected endpoint=/api/cart latency=1411ms,1
T884,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2526ms,1,2026-06-01T17:15:18.330000+00:00,2026-06-01T17:15:18.330000+00:00,Slow response detected endpoint=/api/cart latency=2526ms,1
T885,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2533ms,1,2026-06-01T14:25:35.763000+00:00,2026-06-01T14:25:35.763000+00:00,Slow response detected endpoint=/api/cart latency=2533ms,1
T886,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2539ms,1,2026-06-01T23:12:24.516000+00:00,2026-06-01T23:12:24.516000+00:00,Slow response detected endpoint=/api/cart latency=2539ms,1
T887,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2540ms,1,2026-06-01T17:14:22.240000+00:00,2026-06-01T17:14:22.240000+00:00,Slow response detected endpoint=/api/cart latency=2540ms,1
T888,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2542ms,1,2026-06-01T18:21:28.205000+00:00,2026-06-01T18:21:28.205000+00:00,Slow response detected endpoint=/api/cart latency=2542ms,1
T889,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2547ms,1,2026-06-01T23:00:18.027000+00:00,2026-06-01T23:00:18.027000+00:00,Slow response detected endpoint=/api/cart latency=2547ms,1
T890,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2550ms,1,2026-06-01T14:04:10.509000+00:00,2026-06-01T14:04:10.509000+00:00,Slow response detected endpoint=/api/cart latency=2550ms,1
T891,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2558ms,1,2026-06-01T15:31:38.162000+00:00,2026-06-01T15:31:38.162000+00:00,Slow response detected endpoint=/api/cart latency=2558ms,1
T892,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2563ms,1,2026-06-01T21:16:40.576000+00:00,2026-06-01T21:16:40.576000+00:00,Slow response detected endpoint=/api/cart latency=2563ms,1
T893,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2564ms,1,2026-06-01T15:44:05.537000+00:00,2026-06-01T15:44:05.537000+00:00,Slow response detected endpoint=/api/cart latency=2564ms,1
T894,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2566ms,1,2026-06-01T10:20:33.103000+00:00,2026-06-01T10:20:33.103000+00:00,Slow response detected endpoint=/api/cart latency=2566ms,1
T895,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2568ms,1,2026-06-01T14:20:15.140000+00:00,2026-06-01T14:20:15.140000+00:00,Slow response detected endpoint=/api/cart latency=2568ms,1
T896,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2570ms,1,2026-06-01T22:02:53.266000+00:00,2026-06-01T22:02:53.266000+00:00,Slow response detected endpoint=/api/cart latency=2570ms,1
T897,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2571ms,1,2026-06-01T23:45:15.635000+00:00,2026-06-01T23:45:15.635000+00:00,Slow response detected endpoint=/api/cart latency=2571ms,1
T898,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2573ms,1,2026-06-01T14:52:03.482000+00:00,2026-06-01T14:52:03.482000+00:00,Slow response detected endpoint=/api/cart latency=2573ms,1
T899,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2576ms,1,2026-06-01T17:35:39.419000+00:00,2026-06-01T17:35:39.419000+00:00,Slow response detected endpoint=/api/cart latency=2576ms,1
T900,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2577ms,1,2026-06-01T08:12:26.436000+00:00,2026-06-01T08:12:26.436000+00:00,Slow response detected endpoint=/api/cart latency=2577ms,1
T901,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2579ms,1,2026-06-01T22:28:40.271000+00:00,2026-06-01T22:28:40.271000+00:00,Slow response detected endpoint=/api/cart latency=2579ms,1
T902,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2582ms,1,2026-06-01T09:32:27.162000+00:00,2026-06-01T09:32:27.162000+00:00,Slow response detected endpoint=/api/cart latency=2582ms,1
T903,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2584ms,1,2026-06-01T20:05:07.515000+00:00,2026-06-01T20:05:07.515000+00:00,Slow response detected endpoint=/api/cart latency=2584ms,1
T904,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1373ms,1,2026-06-01T14:09:13.634000+00:00,2026-06-01T14:09:13.634000+00:00,Slow response detected endpoint=/api/cart latency=1373ms,1
T905,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1377ms,1,2026-06-01T13:22:04.139000+00:00,2026-06-01T13:22:04.139000+00:00,Slow response detected endpoint=/api/cart latency=1377ms,1
T906,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1378ms,1,2026-06-01T14:24:54.829000+00:00,2026-06-01T14:24:54.829000+00:00,Slow response detected endpoint=/api/cart latency=1378ms,1
T907,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2647ms,1,2026-06-01T17:23:38.531000+00:00,2026-06-01T17:23:38.531000+00:00,Slow response detected endpoint=/api/cart latency=2647ms,1
T908,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2649ms,1,2026-06-01T18:33:16.331000+00:00,2026-06-01T18:33:16.331000+00:00,Slow response detected endpoint=/api/cart latency=2649ms,1
T909,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2650ms,1,2026-06-01T14:46:13.739000+00:00,2026-06-01T14:46:13.739000+00:00,Slow response detected endpoint=/api/cart latency=2650ms,1
T910,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2651ms,1,2026-06-01T20:42:21.936000+00:00,2026-06-01T20:42:21.936000+00:00,Slow response detected endpoint=/api/cart latency=2651ms,1
T911,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2652ms,1,2026-06-01T16:59:56.862000+00:00,2026-06-01T16:59:56.862000+00:00,Slow response detected endpoint=/api/cart latency=2652ms,1
